,institution,location,country,website,status,point,latitude,longitude,altitude,geometry
0,Abia State University,"441103, Uturu, Abia, Nigeria",Nigeria,http://absu.edu.ng/,Full Member,"(5.8225266, 7.3940761, 0.0)",5.8225266,7.3940761,0,POINT (7.3940761 5.8225266)
1,Abm University College,"9VFM+H73, Lephala, Gaborone, Botswana",Botswana,https://abm.ac.bw,Associate Member,"(-24.626106, 25.8831748, 0.0)",-24.626106,25.8831748,0,POINT (25.8831748 -24.626106)
2,Abrar University,,Somalia,https://abrar.edu.so,Associate Member,"(2.0379639,45.2855899,0.0)",2.0379639,45.2855899,0,POINT (45.2855899 2.0379639)
3,Abubakar Tafawa Balewa University,"Campus: Along Bauchi, Dass Road, 740272, Yelwa, Bauchi, Nigeria",Nigeria,http://www.atbu.edu.ng/,Full Member,"(10.280075, 9.79455, 0.0)",10.280075,9.79455,0,POINT (9.79455 10.280075)
4,Accra Institute Of Technology,"34 Concam Cres, Accra, Ghana",Ghana,http://ait-edu.us/,Full Member,"(5.5818774, -0.2141298, 0.0)",5.5818774,-0.2141298,0,POINT (-0.2141298 5.5818774)
5,Accra Technical University,,Ghana,https://atu.edu.gh,Full Member,"(5.5542522,-0.2108336,0.0)",5.5542522,-0.2108336,0,POINT (-0.2108336 5.5542522)
6,"Adamawa State University,","650101, Mubi, Adamawa, Nigeria",Nigeria,http://www.adamawastateuni.com/,Full Member,"(10.2800641, 13.2773629, 0.0)",10.2800641,13.2773629,0,POINT (13.2773629 10.2800641)
7,Addis Ababa Science And Technology University,"Addis Ababa, Ethiopia",Ethiopia,http://www.aastu.edu.et,Full Member,"(8.8851654, 38.8097534, 0.0)",8.8851654,38.8097534,0,POINT (38.8097534 8.8851654)
8,Addis Ababa University,"NBH1, 4killo King George VI St, Addis Ababa, Ethiopia",Ethiopia,http://www.aau.edu.et,Full Member,"(9.033506299999999, 38.7636817, 0.0)",9.0335063,38.7636817,0,POINT (38.7636817 9.033506299999999)
9,Adekunle Ajasin University,"Ondo, Akungba, Ondo, Nigeria",Nigeria,http://www.adekunleajasinuniversity.edu.ng/,Full Member,"(7.482307199999999, 5.7499614, 0.0)",7.4823072,5.7499614,0,POINT (5.7499614 7.482307199999999)
10,Admiralty University Of Nigeria,Nigeria,Nigeria,https://adun.edu.ng/,Associate Member,"(9.081999, 8.675277, 0.0)",9.081999,8.675277,0,POINT (8.675277 9.081999)
11,"Afe Babalola University, Ado Ekiti (abuad)","M8C4+9R5, 362101, Aye, Ekiti, Nigeria",Nigeria,http://www.abuad.edu.ng,Full Member,"(7.6708843, 5.3070996, 0.0)",7.6708843,5.3070996,0,POINT (5.3070996 7.6708843)
12,Afi/l’université De L’entreprise En Abrégé (afi/l’ue),"Zone B Rue G, Dakar 17016, Senegal",Sénégal,https://www.afi-ue.sn/,Full Member,"(14.6986848, -17.4551355, 0.0)",14.6986848,-17.4551355,0,POINT (-17.4551355 14.6986848)
13,Africa International University,"Rhino Park Close, Nairobi, Kenya",Sudan,https://www.iua.edu.sd/,Full Member,"(-1.3024379, 36.6900489, 0.0)",-1.3024379,36.6900489,0,POINT (36.6900489 -1.3024379)
14,Africa University,"4J43+29M, Mutare, Zimbabwe",Zimbabwe,http://www.africau.edu/,Full Member,"(-18.8967925, 32.6013218, 0.0)",-18.8967925,32.6013218,0,POINT (32.6013218 -18.8967925)
15,African University College Of Communication,"HQ5Q+CPQ, Jones Nelson Rd, Accra, Ghana",Ghana,http://www.aucc.edu.gh,Full Member,"(5.5585864, -0.2106312, 0.0)",5.5585864,-0.2106312,0,POINT (-0.2106312 5.5585864)
16,"African University Of Science And Technology, Abuja","Km 10 Umaru Musa Yar'Adua Road, Galadimawa 900107, Galadima, Federal Capital Territory, Nigeria",Nigeria,https://aust.edu.ng,Associate Member,"(9.000923, 7.422000199999999, 0.0)",9.000923,7.4220002,0,POINT (7.422000199999999 9.000923)
17,African Virtual University,"Ring Rd Kilimani, Nairobi, Kenya",Kenya,http://www.avu.org,Associate Member,"(-1.2942737, 36.7870356, 0.0)",-1.2942737,36.7870356,0,POINT (36.7870356 -1.2942737)
18,Agitel - Formation,"I 132, Abidjan, Côte d'Ivoire",CÔte D'ivoire,http://www.agitel.ci,Full Member,"(5.364381799999999, -3.9558068, 0.0)",5.3643818,-3.9558068,0,POINT (-3.9558068 5.364381799999999)
19,Ahfad University For Women,"JFVC+WF7, Omdurman, Sudan",Sudan,http://www.ahfad.net/,Full Member,"(15.6447752, 32.4711811, 0.0)",15.6447752,32.4711811,0,POINT (32.4711811 15.6447752)
20,Ahmadu Bello University,"Samaru Campus, Community Market, 810211, Zaria, Kaduna, Nigeria",Nigeria,http://abu.edu.ng/,Full Member,"(11.1511678, 7.654591299999999, 0.0)",11.1511678,7.6545913,0,POINT (7.654591299999999 11.1511678)
21,Ain Shams University,"الخليفة المأمون، كوبري القبة، الوايلى،، El-Qobba Bridge, El Weili, Cairo Governorate 4392001, Egypt",Egypt,http://www.asu.edu.eg/,Full Member,"(30.0766493, 31.284546, 0.0)",30.0766493,31.284546,0,POINT (31.284546 30.0766493)
22,Ajayi Crowther University,"Oke-Ebo 211271, Oyo, Nigeria",Nigeria,https://acu.edu.ng,Full Member,"(7.849614000000001, 3.9479533, 0.0)",7.849614,3.9479533,0,POINT (3.9479533 7.849614000000001)
23,Al Asmariya Univ. Of Islamic Sciences,,Libya,http://asmarya.edu.ly,Full Member,"(32.4679743,14.5648807,0.0)",32.4679743,14.5648807,0,POINT (14.5648807 32.4679743)
24,Al Fashir University,"J8HC+7R, Al Fashir, Sudan",Sudan,http://fashir.edu.sd/,Full Member,"(13.6281362, 25.3220155, 0.0)",13.6281362,25.3220155,0,POINT (25.3220155 13.6281362)
25,Al Neelain University,"JG37+2RM, 52nd St, Al Khurtum, Sudan",Sudan,http://www.neelain.edu.sd/,Full Member,"(15.6025866, 32.5145323, 0.0)",15.6025866,32.5145323,0,POINT (32.5145323 15.6025866)
26,Al-azhar University,,Egypt,http://www.azhar.edu.eg/en/,Full Member,"(29.3190967,29.8147006,0.0)",29.3190967,29.8147006,0,POINT (29.8147006 29.3190967)
27,Al-fateh University,"Tripoli University Rd, Tarabulus, Libya",Libya,https://uot.edu.ly/,Full Member,"(32.8596991, 13.2209109, 0.0)",32.8596991,13.2209109,0,POINT (13.2209109 32.8596991)
28,Al-hikmah University,"Al Hikmah University, Adeta Rd, 240281, Oko Erin, Kwara, Nigeria",Nigeria,https://alhikmahuniversity.edu.ng,Full Member,"(8.4824422, 4.5056489, 0.0)",8.4824422,4.5056489,0,POINT (4.5056489 8.4824422)
29,Alexandria Higher Institute Of Engineering & Technology (aiet),"6XC2+F28, Mohammed Abou Al Fatoh Hasab, Ezbet Saad, Sidi Gaber, Alexandria Governorate 21311, Egypt",Egypt,http://www.aiet.edu.eg/,Full Member,"(31.2211658, 29.9500918, 0.0)",31.2211658,29.9500918,0,POINT (29.9500918 31.2211658)
30,Alexandria University,"22 El-Gaish Rd, Al Azaritah WA Ash Shatebi, Bab Sharqi, Alexandria Governorate 5424041, Egypt",Egypt,https://alexu.edu.eg/,Full Member,"(31.2105711, 29.9130705, 0.0)",31.2105711,29.9130705,0,POINT (29.9130705 31.2105711)
31,All Nations University College,"N.K.Boateng, Koforidua, Ghana",Ghana,https://anu.edu.gh,Full Member,"(6.094932399999999, -0.2560458, 0.0)",6.0949324,-0.2560458,0,POINT (-0.2560458 6.094932399999999)
32,Alzaiem Alazhari University,"JGQG+3PF, Khartoum North, Sudan",Sudan,http://www.aau.edu.sd/,Full Member,"(15.6376977, 32.5267873, 0.0)",15.6376977,32.5267873,0,POINT (32.5267873 15.6376977)
33,Ambrose Alli University,"310103, Ekpoma, Edo, Nigeria",Nigeria,http://www.aauekpoma.edu.ng/,Full Member,"(6.7384194, 6.0810714, 0.0)",6.7384194,6.0810714,0,POINT (6.0810714 6.7384194)
34,American International University,"408/1, Kuratoli, Dhaka 1229, Bangladesh",The Gambia,http://www.aiu.edu.gm,Full Member,"(23.8221242, 90.4274063, 0.0)",23.8221242,90.4274063,0,POINT (90.4274063 23.8221242)
35,Ardhi University,"University vimweta new building, 66M8+G6G, Dar es Salaam, Tanzania",Tanzania,http://www.aru.ac.tz/,Full Member,"(-6.7661679, 39.2154139, 0.0)",-6.7661679,39.2154139,0,POINT (39.2154139 -6.7661679)
36,Ashesi University College,"1 University Ave, Berekuso, Ghana",Ghana,https://www.ashesi.edu.gh/,Full Member,"(5.7602752, -0.2199232, 0.0)",5.7602752,-0.2199232,0,POINT (-0.2199232 5.7602752)
37,Assiut University,"55PC+X4V، شارع المكتبات، El Fateh, Assiut Governorate 71515, Egypt",Egypt,http://www.aun.edu.eg/,Full Member,"(27.1874915, 31.1702924, 0.0)",27.1874915,31.1702924,0,POINT (31.1702924 27.1874915)
38,Aswan University,"منطقة صحارى، Qism Aswan, Aswan Governorate 1230971, Egypt",Egypt,http://www.aswu.edu.eg/,Full Member,"(23.9965078, 32.8599197, 0.0)",23.9965078,32.8599197,0,POINT (32.8599197 23.9965078)
39,Babcock University,"121103, Ilishan-Remo, Ogun State, Nigeria",Nigeria,https://babcock.edu.ng,Full Member,"(6.8920758, 3.7181452, 0.0)",6.8920758,3.7181452,0,POINT (3.7181452 6.8920758)
40,Bayan College Of Science And Technology,"HGX5+PWM, Army Rd, Al Khurtum, Sudan",Sudan,http://www.bayantech.edu,Associate Member,"(15.5993344, 32.5097898, 0.0)",15.5993344,32.5097898,0,POINT (32.5097898 15.5993344)
41,Bayero University,"Bayero University, Kano PMB, 3011, 700281, Kano, Nigeria",Nigeria,http://www.buk.edu.ng,Full Member,"(11.9645407, 8.4309113, 0.0)",11.9645407,8.4309113,0,POINT (8.4309113 11.9645407)
42,"Bells University Of Technology, Ota","Km. 8 Idiroko Rd, Benja village 112104, Ota, Ogun State, Nigeria",Nigeria,http://www.bellsuniversity.org/,Full Member,"(6.6858742, 3.171101, 0.0)",6.6858742,3.171101,0,POINT (3.171101 6.6858742)
43,Benadir University,"Hodan, Mogadishu, Somalia",Somalia,https://bu.edu.so/,Associate Member,"(2.040649, 45.2996899, 0.0)",2.040649,45.2996899,0,POINT (45.2996899 2.040649)
44,Benha University,"شارع هاني علي كامل بجوار مستشفي الجامعه Fareed Nada Street، Qism Banha, Banha, Al Qalyubia Governorate 13511, Egypt",Egypt,http://www.bu.edu.eg/,Full Member,"(30.4713034, 31.1816987, 0.0)",30.4713034,31.1816987,0,POINT (31.1816987 30.4713034)
45,Bindura University Of Science Education,"741 Chimurenga road, Bindura, Zimbabwe",Zimbabwe,http://www.buse.ac.zw,Full Member,"(-17.3246383, 31.3326816, 0.0)",-17.3246383,31.3326816,0,POINT (31.3326816 -17.3246383)
46,Bluecrest College,"28 Cola St, Accra, Ghana",Ghana,https://bluecrest.edu.gh/,Associate Member,"(5.572590400000001, -0.208457, 0.0)",5.5725904,-0.208457,0,POINT (-0.208457 5.572590400000001)
47,Botho University,"Botho Education Park, Diratsame Mosielele, Gaborone, Botswana",Botswana,https://www.bothouniversity.com/,Full Member,"(-24.6847395, 25.8778667, 0.0)",-24.6847395,25.8778667,0,POINT (25.8778667 -24.6847395)
48,Botswana Accountancy College,"Plot 50661, Fairgrounds International Office Park, Gaborone, Botswana",Botswana,http://www.bac.ac.bw/,Full Member,"(-24.6809376, 25.9270841, 0.0)",-24.6809376,25.9270841,0,POINT (25.9270841 -24.6809376)
49,Botswana International University Of Science And Technology,"Plot 10071, Palapye, Botswana",Botswana,https://www.biust.ac.bw,Full Member,"(-22.5945854, 27.1238632, 0.0)",-22.5945854,27.1238632,0,POINT (27.1238632 -22.5945854)
50,Botswana University Of Agriculture And Natural Resources,Botswana,Botswana,https://buan.ac.bw,Full Member,"(-22.328474, 24.684866, 0.0)",-22.328474,24.684866,0,POINT (24.684866 -22.328474)
51,Bowen University,"232101, Iwo, Osun, Nigeria",Nigeria,http://bowenuniversity.edu.ng,Full Member,"(7.6236297, 4.188966199999999, 0.0)",7.6236297,4.1889662,0,POINT (4.188966199999999 7.6236297)
52,Bugema University,"Kiwenda, Uganda",Uganda,www.bugemauniv.ac.ug,Full Member,"(0.5702953, 32.6437524, 0.0)",0.5702953,32.6437524,0,POINT (32.6437524 0.5702953)
53,Bule Hora University,"J6VP+MXV, Bule Hora, Ethiopia",Ethiopia,http://www.bhu.edu.et/,Full Member,"(5.644241999999999, 38.2374184, 0.0)",5.644242,38.2374184,0,POINT (38.2374184 5.644241999999999)
54,Bunda College Of Agriculture,"RQCH+583, Mwenda, Malawi",Malawi,http://www.luanar.ac.mw,Full Member,"(-14.1796138, 33.778309, 0.0)",-14.1796138,33.778309,0,POINT (33.778309 -14.1796138)
55,Busitema University,"Busitema University, Busia, Uganda",Uganda,https://busitema.ac.ug/,Full Member,"(0.5452743999999999, 34.0200286, 0.0)",0.5452744,34.0200286,0,POINT (34.0200286 0.5452743999999999)
56,Cairo University,"1 شارع الجامعة، Giza Governorate 12613, Egypt",Egypt,http://www.cu.edu.eg,Full Member,"(30.0273542, 31.209125, 0.0)",30.0273542,31.209125,0,POINT (31.209125 30.0273542)
57,Capital University Of Somalia,Somalia,Somalia,https://capitaluniversity.edu.so,Full Member,"(5.152149, 46.199616, 0.0)",5.152149,46.199616,0,POINT (46.199616 5.152149)
58,Carnegie Mellon University,"5000 Forbes Ave, Pittsburgh, PA 15213, USA",Rwanda,http://www.cmu.edu/rwanda/,Full Member,"(40.4432027, -79.9428499, 0.0)",40.4432027,-79.9428499,0,POINT (-79.9428499 40.4432027)
59,Catholic University Of Mozambique,"960 Marques Do Soveral, Beira, Mozambique",Mozambique,http://www.ucm.ac.mz,Full Member,"(-19.8471489, 34.8651022, 0.0)",-19.8471489,34.8651022,0,POINT (34.8651022 -19.8471489)
60,Catholic University Of Zimbabwe,"18443 Cranborne Ave, Harare, Zimbabwe",Zimbabwe,http://cuz.ac.zw/,Full Member,"(-17.8688765, 31.0673697, 0.0)",-17.8688765,31.0673697,0,POINT (31.0673697 -17.8688765)
61,Cavendish University,"Corner of and Elizabeth,, H7WH+MFX, Great N, Lusaka, Zambia",Zambia,https://www.cavendishza.org,Full Member,"(-15.4032725, 28.2787226, 0.0)",-15.4032725,28.2787226,0,POINT (28.2787226 -15.4032725)
62,Central University College,"N Nmenmete Rd, Accra, Ghana",Ghana,http://www.centraluniversity.org,Full Member,"(5.554341399999999, -0.2301459, 0.0)",5.5543414,-0.2301459,0,POINT (-0.2301459 5.554341399999999)
63,"Central University Of Technology, Free State","20 President Brand St, Bloemfontein Central, Bloemfontein, 9301, South Africa",South Africa,https://www.cut.ac.za/,Full Member,"(-29.1216621, 26.2128388, 0.0)",-29.1216621,26.2128388,0,POINT (26.2128388 -29.1216621)
64,Chinhoyi University Of Technology,"J6W4+M8P, A1, Chinhoyi, Zimbabwe",Zimbabwe,http://www.cut.ac.zw/,Full Member,"(-17.3532941, 30.2058311, 0.0)",-17.3532941,30.2058311,0,POINT (30.2058311 -17.3532941)
65,Chreso University,,Zambia,https://chresouniversity.edu.zm/,Associate Member,"(-14.2389549,26.9710462,0.0)",-14.2389549,26.9710462,0,POINT (26.9710462 -14.2389549)
66,College Of Business Education,"CBE Matrons Residence, Bibi Titi Mohammed St, Dar es Salaam, Tanzania",Tanzania,https://www.cbe.ac.tz,Full Member,"(-6.8144103, 39.28150290000001, 0.0)",-6.8144103,39.2815029,0,POINT (39.28150290000001 -6.8144103)
67,Copperbelt University,"Jambo Dr, Kitwe, Zambia",Zambia,http://www.cbu.edu.zm,Full Member,"(-12.8054705, 28.239582, 0.0)",-12.8054705,28.239582,0,POINT (28.239582 -12.8054705)
68,Council On Higher Education,"1 Persequor technopark, 1 Quintin Brand St, Persequor, Pretoria, 0020, South Africa",South Africa,https://www.che.ac.za/,Associate Member,"(-25.7443728, 28.2748752, 0.0)",-25.7443728,28.2748752,0,POINT (28.2748752 -25.7443728)
69,Covenant University,"KM 10 Idiroko Rd, 112104, Ota, Ogun State, Nigeria",Nigeria,http://www.covenantuniversity.edu.ng/,Full Member,"(6.672644699999999, 3.161213, 0.0)",6.6726447,3.161213,0,POINT (3.161213 6.672644699999999)
70,Crawford University,"Faith City, Lusada 112102, Igbesa, Ogun State, Nigeria",Nigeria,https://crawforduniversity.edu.ng/crawford/,Associate Member,"(6.596665799999999, 3.0757671, 0.0)",6.5966658,3.0757671,0,POINT (3.0757671 6.596665799999999)
71,Cross River University Of Technology,"Ekpo Abasi St, Idim Ita 540281, Calabar, Cross River, Nigeria",Nigeria,https://www.crutech.edu.ng/,Full Member,"(4.9312618, 8.329549799999999, 0.0)",4.9312618,8.3295498,0,POINT (8.329549799999999 4.9312618)
72,Cuttington University College,"2CRW+5FC, Phebe, Liberia",Liberia,http://cuttingtonuniversity.edu.lr/,Full Member,"(7.0404482, -9.5538568, 0.0)",7.0404482,-9.5538568,0,POINT (-9.5538568 7.0404482)
73,Daystar University College,"Along Mombasa Road, Athi River, Kenya",Kenya,https://www.daystar.ac.ke,Full Member,"(-1.4426275, 36.9853659, 0.0)",-1.4426275,36.9853659,0,POINT (36.9853659 -1.4426275)
74,Dedan Kimathi University Of Technology,"Kiganjo/Mathari, B5, Nyeri, Kenya",Kenya,http://www.dkut.ac.ke/,Full Member,"(-0.3978314, 36.9609217, 0.0)",-0.3978314,36.9609217,0,POINT (36.9609217 -0.3978314)
75,"Delta State University, Abraka","Abraka - Abbi Rd, 330105, Uruoka, Delta, Nigeria",Nigeria,https://www.delsu.edu.ng/,Full Member,"(5.7914018, 6.1046701, 0.0)",5.7914018,6.1046701,0,POINT (6.1046701 5.7914018)
76,Dire Dawa University,"Dire Dawa ድሬዳዋ, Dire Dawa 1487, Ethiopia",Ethiopia,https://www.ddu.edu.et/,Full Member,"(9.6198345, 41.8407668, 0.0)",9.6198345,41.8407668,0,POINT (41.8407668 9.6198345)
77,Dmi-st. Eugene University,"T2, Zambia",Zambia,https://www.dmiseu.edu.zm,Full Member,"(-15.2941497, 28.2691825, 0.0)",-15.2941497,28.2691825,0,POINT (28.2691825 -15.2941497)
78,Dmi-st. John The Baptist University (dmisjbu),,Malawi,https://www.dmisjbu.edu.mw,Full Member,"(-13.9822272,32.5486332,0.0)",-13.9822272,32.5486332,0,POINT (32.5486332 -13.9822272)
79,Dominion University College,"JRVP+7RR, Accra, Ghana",Ghana,https://duc.edu.gh/,Full Member,"(5.643490400000001, -0.1626801, 0.0)",5.6434904,-0.1626801,0,POINT (-0.1626801 5.643490400000001)
80,Durban University Of Technology,"41/43 M L Sultan Rd, Greyville, Durban, 4001, South Africa",South Africa,https://www.dut.ac.za,Full Member,"(-29.8536128, 31.0061131, 0.0)",-29.8536128,31.0061131,0,POINT (31.0061131 -29.8536128)
81,East Africa University,"Kajiado, East, Kenya",Somalia,https://www.eastafricauniversity.net,Full Member,"(-1.5603276, 36.9385544, 0.0)",-1.5603276,36.9385544,0,POINT (36.9385544 -1.5603276)
82,"Ebonyi State University, Abakaliki","Enugu - Abakaliki Rd, 481101, Abakaliki, Ebonyi, Nigeria",Nigeria,http://www.ebsu-edu.net,Full Member,"(6.3851702, 8.011055299999999, 0.0)",6.3851702,8.0110553,0,POINT (8.011055299999999 6.3851702)
83,Ecole De Gouvernance Et D'economie De Rabat,"X4JH+QJR, Avenue Mohamed Ben Abdellah Regragui, Rabat 10112, Morocco",Morocco,http://www.egerabat.com,Full Member,"(33.9819989, -6.870995499999999, 0.0)",33.9819989,-6.8709955,0,POINT (-6.870995499999999 33.9819989)
84,Ecole Des Cadres,"74 / 80 Rue Roque de Fillol, 92800 Puteaux, France",Togo,http://www.ecoledescadrestogo.com/,Associate Member,"(48.884958, 2.2446716, 0.0)",48.884958,2.2446716,0,POINT (2.2446716 48.884958)
85,"Ecole Des Mines, De L’industrie Et De La Géologie (emig)","G32Q+P4F, Niamey, Niger",Niger,http://www.emig-niger.org,Full Member,"(13.5018145, 2.0877916, 0.0)",13.5018145,2.0877916,0,POINT (2.0877916 13.5018145)
86,Ecole Nationale Superieure Des Travaux Publics De Yaoundé,"VF9W+RMG, Rue Elig Efi, Yaoundé, Cameroon",Cameroun,https://enstp.cm/,Full Member,"(3.8697964, 11.4966292, 0.0)",3.8697964,11.4966292,0,POINT (11.4966292 3.8697964)
87,Ecole Normale Supérieure,,Burundi,http://www.ens.bi/,Full Member,"(48.8418804,2.3425648,0.0)",48.8418804,2.3425648,0,POINT (2.3425648 48.8418804)
88,Ecole Normale Supérieure De Nouakchott,"32XQ+WQ2, Rue de I Ambassade du Senegal, Nouakchott, Mauritania",Mauritania,https://www.ens.mr,Full Member,"(18.0997706, -15.960624, 0.0)",18.0997706,-15.960624,0,POINT (-15.960624 18.0997706)
89,Ecole Superieure Polytechnique D'antsiranana,"Lazaret CUR Antsiranana, Antisiranana 201, Madagascar",Madagascar,https://www.esp-antsiranana.mg/,Associate Member,"(-12.2839634, 49.3078377, 0.0)",-12.2839634,49.3078377,0,POINT (49.3078377 -12.2839634)
90,Edexcel University,,Benin,http://www.edexceluni.org/,Full Member,"(6.6583804,2.7259245,0.0)",6.6583804,2.7259245,,POINT (2.7259245 6.6583804)
91,"Edo State University, Uzairue","689M+PP5, 312107, Okpella, Edo, Nigeria",Nigeria,http://www.edouniversity.edu.ng,Full Member,"(7.2192556, 6.3343506, 0.0)",7.2192556,6.3343506,0,POINT (6.3343506 7.2192556)
92,Egerton University,"Biashara kilimo road Egerton University, Njoro, Kenya",Kenya,http://www.egerton.ac.ke/,Full Member,"(-0.3724527, 35.9335101, 0.0)",-0.3724527,35.9335101,0,POINT (35.9335101 -0.3724527)
93,Egypt-japan University Of Science And Technology,"الحى الثالث, Hod Sakrah WA Abu Hamad, Borg Al Arab Al Gadida City, Alexandria Governorate 5221241, Egypt",Egypt,http://www.ejust.edu.eg/,Associate Member,"(30.8667918, 29.5824162, 0.0)",30.8667918,29.5824162,0,POINT (29.5824162 30.8667918)
94,"Ekiti State University, Ado Ekiti","362103, Ado Ekiti, Ekiti, Nigeria",Nigeria,https://eksu.edu.ng,Full Member,"(7.714086899999999, 5.260115, 0.0)",7.7140869,5.260115,0,POINT (5.260115 7.714086899999999)
95,El Imam El Mahdi University,"8J66+9RJ, Aba Island, Sudan",Sudan,http://www.mahdi.edu.sd/,Full Member,"(13.3109678, 32.6120247, 0.0)",13.3109678,32.6120247,0,POINT (32.6120247 13.3109678)
96,Elizade University,"P.M.B, 002 Ilara Mokin, 340271, Ilara-Mokin, Ondo, Nigeria",Nigeria,https://www.elizadeuniversity.edu.ng,Full Member,"(7.3671325, 5.1066997, 0.0)",7.3671325,5.1066997,0,POINT (5.1066997 7.3671325)
97,Enugu State University Of Science Technology,"Government Station 410111, Nsukka, Enugu, Nigeria",Nigeria,http://www.esut.edu.ng/,Full Member,"(6.856665, 7.3958299, 0.0)",6.856665,7.3958299,0,POINT (7.3958299 6.856665)
98,Ethiopian Civil Service University,"2RCM+8VR Ethiopian Civil Services College, Addis Ababa, Ethiopia",Ethiopia,http://www.ecsu.edu.et,Full Member,"(9.0231491, 38.8323066, 0.0)",9.0231491,38.8323066,0,POINT (38.8323066 9.0231491)
99,Euclid University (euclid),,Central African Rep.,https://www.euclid.int,Full Member,"(4.3840256,18.5496498,0.0)",4.3840256,18.5496498,0,POINT (18.5496498 4.3840256)
100,Faculty Of Islamic Call,,Libya,http://www.islamic-call.org,Associate Member,"(32.8266504,13.1162774,0.0)",32.8266504,13.1162774,0,POINT (13.1162774 32.8266504)
101,Federal Polytechnic Oko,"423123, Oko Town, Anambra, Nigeria",Nigeria,https://federalpolyoko.edu.ng/,Full Member,"(6.051264499999999, 7.1079005, 0.0)",6.0512645,7.1079005,0,POINT (7.1079005 6.051264499999999)
102,"Federal University Of Agriculture, Abeokuta","6CHQ+VMW, Alabata Street, 111101, Abeokuta, Ogun State, Nigeria",Nigeria,http://www.unaab.edu.ng,Full Member,"(7.2297439, 3.439215, 0.0)",7.2297439,3.439215,0,POINT (3.439215 7.2297439)
103,"Federal University Of Technology, Akure","Federal University Of Technology, 340110, Gaga, Ondo, Nigeria",Nigeria,http://www.futa.edu.ng/,Full Member,"(7.307042000000001, 5.1397549, 0.0)",7.307042,5.1397549,0,POINT (5.1397549 7.307042000000001)
104,"Federal University Of Technology, Minna","P. M.B. 65, 920101, Minna, Niger, Nigeria",Nigeria,http://www.futminna.net/,Full Member,"(9.5835546, 6.5463156, 0.0)",9.5835546,6.5463156,0,POINT (6.5463156 9.5835546)
105,"Federal University Of Technology, Owerri","PMB,Owerri, 1526, 460113, Ihiagwa, Imo, Nigeria",Nigeria,https://futo.edu.ng/,Full Member,"(5.392690099999999, 6.986148099999999, 0.0)",5.3926901,6.9861481,0,POINT (6.986148099999999 5.392690099999999)
106,Federal University Oye- Ekiti,"Oye, Ekiti, Nigeria",Nigeria,https://fuoye.edu.ng/,Full Member,"(7.7979306, 5.3285505, 0.0)",7.7979306,5.3285505,0,POINT (5.3285505 7.7979306)
107,Garden City University College,"Garden City University Road, PCRP+3MJ, Kumasi, Ghana",Ghana,https://www.gcuc.edu.gh/,Full Member,"(6.7394989, -1.5654988, 0.0)",6.7394989,-1.5654988,0,POINT (-1.5654988 6.7394989)
108,Ghana Institute Of Journalism,"32 Gamel Abdul Nasser Ave, Accra, Ghana",Ghana,https://gij.edu.gh/,Full Member,"(5.5631759, -0.1911187, 0.0)",5.5631759,-0.1911187,0,POINT (-0.1911187 5.5631759)
109,Ghana Institute Of Languages,"New Dr Rd, Accra, Ghana",Ghana,http://gil.edu.gh/,Full Member,"(5.658199400000001, -0.1705227, 0.0)",5.6581994,-0.1705227,0,POINT (-0.1705227 5.658199400000001)
110,Ghana Institute Of Management And Public Administration,"Greenhill, Accra, Ghana",Ghana,http://www.gimpa.edu.gh,Full Member,"(5.6360544, -0.2006373, 0.0)",5.6360544,-0.2006373,0,POINT (-0.2006373 5.6360544)
111,Gollis University,"Rd Number 1, Hargeisa, Somalia",Somalia,https://gollisuniversity.org/,Full Member,"(9.5629492, 44.1020321, 0.0)",9.5629492,44.1020321,0,POINT (44.1020321 9.5629492)
112,Gombe State University,"Gombe State University, 760214, Gombe, Nigeria",Nigeria,https://gsu.edu.ng/,Full Member,"(10.3042082, 11.1728365, 0.0)",10.3042082,11.1728365,0,POINT (11.1728365 10.3042082)
113,Graduate School Of Management,"près de la Pharmacie Marie - Esther, Abidjan, Côte d'Ivoire",Côte D'ivoire,https://www.gradsm.net/,Associate Member,"(5.3763391, -3.9607333, 0.0)",5.3763391,-3.9607333,0,POINT (-3.9607333 5.3763391)
114,Great Zimbabwe University,"Masvingo, Zimbabwe",Zimbabwe,https://www.gzu.ac.zw/,Full Member,"(-20.1050134, 30.8643919, 0.0)",-20.1050134,30.8643919,0,POINT (30.8643919 -20.1050134)
115,Groupe Institut Supérieur De Commerce Et D'administration Des Entreprises (group Iscae),"8114 Rte de Nouasseur, Casablanca, Morocco",Morocco,https://www.groupeiscae.ma,Full Member,"(33.5270709, -7.638197799999999, 0.0)",33.5270709,-7.6381978,0,POINT (-7.638197799999999 33.5270709)
116,Gulf Medical University,AL JURF - 1 Rashid Al-Khadar St - Al Jerf 1 - Ajman - United Arab Emirates,United Arab Emirates,https://gmu.ac.ae,Associate Member,"(25.4173839, 55.5007485, 0.0)",25.4173839,55.5007485,0,POINT (55.5007485 25.4173839)
117,Haramaya University,"Haramaya University Rd, Harar, Ethiopia",Ethiopia,http://www.haramaya.edu.et/,Full Member,"(9.4230091, 42.0373483, 0.0)",9.4230091,42.0373483,0,POINT (42.0373483 9.4230091)
118,Harare Institute Of Technology,"Ganges Rd, Harare, Zimbabwe",Zimbabwe,https://www.hit.ac.zw/,Full Member,"(-17.8395111, 31.0075482, 0.0)",-17.8395111,31.0075482,0,POINT (31.0075482 -17.8395111)
